,date_added
1155,"February 16, 2020"
1156,"May 21, 2020"
1157,"October 11, 2019"
1158,"March 15, 2020"
1159,"May 31, 2019"
1160,"September 7, 2017"
1161,"June 6, 2019"
1162,"September 15, 2018"
1163,"July 3, 2020"
1164,"October 22, 2020"
1165,"February 6, 2020"
1166,"October 5, 2018"
1167,"January 20, 2017"
1168,"March 12, 2019"
1169,"June 18, 2020"
1170,"May 15, 2019"
1171,"October 15, 2017"
1172,"June 29, 2018"
1173,"November 1, 2018"
1174,"March 1, 2020"
1175,"November 1, 2018"
1176,"March 1, 2020"
1177,"November 1, 2018"
1178,"March 18, 2020"
1179,"December 16, 2016"
1180,"January 4, 2019"
1181,"September 15, 2020"
1182,"August 13, 2019"
1183,"November 16, 2018"
1184,"July 18, 2018"
1185,"July 18, 2018"
1186,"February 1, 2017"
1187,"August 20, 2017"
1188,"January 1, 2018"
1189,"February 1, 2019"
1190,"January 14, 2017"
1191,"May 22, 2017"
1192,"November 2, 2020"
1193,"May 28, 2020"
1194,"January 1, 2021"
1195,"February 27, 2019"
1196,"June 3, 2020"
1197,"April 27, 2018"
1198,"November 17, 2019"
1199,"February 15, 2019"
1200,"October 1, 2019"
1201,"December 15, 2016"
1202,"August 15, 2019"
1203,"December 11, 2020"
1204,"September 8, 2020"
1205,"July 1, 2018"
1206,"February 11, 2020"
1207,"December 4, 2020"
1208,"December 9, 2016"
1209,"March 27, 2020"
1210,"September 1, 2018"
1211,"September 15, 2018"
1212,"June 1, 2020"
1213,"February 5, 2016"
1214,"August 2, 2019"
1215,"September 6, 2019"
1216,"March 5, 2019"
1217,"September 9, 2020"
1218,"October 1, 2020"
1219,"November 21, 2016"
1220,"May 11, 2018"
1221,"November 5, 2020"
1222,"January 15, 2021"
1223,"March 10, 2020"
1224,"October 20, 2020"
1225,"December 24, 2019"
1226,"June 1, 2019"
1227,"September 5, 2017"
1228,"November 20, 2019"
1229,"November 14, 2012"
1230,"January 13, 2017"
1231,"November 9, 2016"
1232,"January 1, 2021"
1233,"January 4, 2019"
1234,"August 31, 2020"
1235,"August 1, 2018"
1236,"August 16, 2018"
1237,"April 28, 2017"
1238,"February 14, 2020"
1239,"September 7, 2018"
1240,"March 5, 2020"
1241,"November 1, 2019"
1242,"January 1, 2021"
1243,"May 18, 2018"
1244,"April 22, 2016"
1245,"June 1, 2017"
1246,"August 31, 2018"
1247,"February 1, 2019"
1248,"January 7, 2019"
1249,"August 15, 2016"
1250,"June 15, 2017"
1251,"September 16, 2016"
1252,"December 6, 2019"
1253,"January 1, 2020"
1254,"April 1, 2017"
1255,"December 24, 2020"
1256,"January 1, 2020"
1257,"May 1, 2017"
1258,"November 1, 2018"
1259,"September 1, 2017"
1260,"December 1, 2018"
1261,"March 15, 2018"
1262,"December 31, 2019"
1263,"May 15, 2018"
1264,"September 16, 2020"
1265,"July 1, 2018"
1266,"June 19, 2020"
1267,"May 15, 2017"
1268,"April 26, 2019"
1269,"February 15, 2019"
1270,"March 8, 2019"
1271,"November 1, 2018"
1272,"March 1, 2017"
1273,"March 1, 2020"
1274,"January 5, 2019"
1275,"October 1, 2018"
1276,"January 1, 2019"
1277,"April 19, 2018"
1278,"June 15, 2019"
1279,"January 1, 2020"
1280,"October 1, 2019"
1281,"October 1, 2019"
1282,"March 22, 2019"
1283,"November 23, 2019"
1284,"May 9, 2020"
1285,"January 8, 2021"
1286,"July 5, 2020"
1287,"May 1, 2017"
1288,"January 1, 2020"
1289,"December 27, 2016"
1290,"July 14, 2017"
1291," December 15, 2017"
1292,"April 19, 2018"
1293,"November 13, 2017"
1294,"October 1, 2016"
1295,"February 1, 2017"
1296,"December 1, 2017"
1297,"December 2, 2020"
1298,"January 8, 2020"
1299,"March 14, 2017"
1300," July 1, 2017"
1301,"October 1, 2019"
1302,"December 1, 2020"
1303," August 4, 2017"
1304,"February 22, 2019"
1305,"September 2, 2020"
1306,"September 2, 2016"
1307,"April 14, 2017"
1308,"January 23, 2016"
1309,"October 10, 2014"
1310,"November 14, 2014"
1311,"August 31, 2018"
1312,"August 1, 2018"
1313,"December 15, 2017"
1314,"October 1, 2016"
1315," April 4, 2017"
1316,"July 11, 2019"
1317,"April 1, 2020"
1318,"May 10, 2019"
1319,"May 10, 2019"
1320,"May 10, 2019"
1321,"January 1, 2020"
1322,"August 15, 2019"
1323,"October 1, 2019"
1324,"July 1, 2018"
1325,"March 16, 2016"
1326,"August 27, 2018"
1327,"December 3, 2020"
1328,"October 27, 2020"
1329,"March 15, 2019"
1330,"November 12, 2019"
1331,"December 31, 2019"
1332,"December 12, 2020"
1333,"August 1, 2016"
1334,"September 1, 2020"
1335,"March 13, 2018"
1336,"December 1, 2016"
1337,"August 2, 2018"
1338,"December 31, 2020"
1339,"September 24, 2018"
1340,"June 1, 2017"
1341,"November 29, 2019"
1342,"June 1, 2020"
1343,"January 1, 2018"
1344,"January 1, 2020"
1345,"January 1, 2020"
1346,"November 30, 2019"
1347,"August 12, 2017"
1348,"June 5, 2020"
1349,"May 31, 2019"
1350,"October 17, 2019"
1351,"October 7, 2017"
1352,"April 17, 2015"
1353,"June 27, 2017"
1354,"April 14, 2020"
1355,"January 12, 2021"
1356,"February 14, 2018"
1357,"July 10, 2015"
1358,"June 6, 2019"
1359,"September 30, 2018"
1360,"October 10, 2017"
1361,"August 13, 2020"
1362,"November 1, 2020"
1363,"December 4, 2020"
1364,"November 4, 2019"
1365,"November 1, 2019"
1366,"March 1, 2019"
1367,"December 15, 2017"
1368,"November 1, 2019"
1369,"November 15, 2018"
1370,"November 4, 2020"
1371,"November 1, 2018"
1372,"January 1, 2019"
1373,"March 5, 2019"
1374,"February 1, 2020"
1375,"June 15, 2018"
1376,"October 18, 2019"
1377,"April 18, 2020"
1378,"October 18, 2019"
1379,"October 18, 2019"
1380,"October 18, 2019"
1381,"October 18, 2019"
1382,"November 15, 2017"
1383,"November 1, 2018"
1384,"January 15, 2019"
1385,"December 31, 2019"
1386,"June 29, 2018"
1387,"May 1, 2018"
1388,"April 28, 2020"
1389,"December 15, 2019"
1390,"May 8, 2019"
1391,"May 8, 2019"
1392,"May 8, 2019"
1393,"May 8, 2019"
1394,"October 16, 2015"
1395,"April 22, 2020"
1396,"April 16, 2018"
1397,"November 6, 2020"
1398,"July 12, 2019"
1399,"October 1, 2017"
1400,"January 1, 2020"
1401,"May 7, 2018"
1402,"September 7, 2018"
1403,"July 21, 2017"
1404,"October 1, 2018"
1405,"October 13, 2017"
1406,"November 1, 2019"
1407,"November 14, 2019"
1408,"August 1, 2019"
1409,"April 1, 2018"
1410,"August 21, 2020"
1411,"September 18, 2018"
1412,"May 15, 2017"
1413,"July 1, 2020"
1414,"November 1, 2019"
1415,"September 5, 2020"
1416,"January 1, 2020"
1417,"September 17, 2017"
1418,"January 13, 2017"
1419,"September 17, 2019"
1420,"January 18, 2019"
1421,"January 29, 2020"
1422,"August 1, 2017"
1423,"October 16, 2017"
1424,"August 1, 2017"
1425,"February 12, 2017"
1426,"January 1, 2021"
1427,"November 15, 2020"
1428,"January 1, 2020"
1429,"October 19, 2018"
1430,"June 18, 2018"
1431,"March 9, 2019"
1432,"June 18, 2018"
1433,"February 2, 2019"
1434,"April 20, 2018"
1435,"April 13, 2018"
1436,"April 20, 2018"
1437,"January 25, 2019"
1438,"January 1, 2020"
1439,"February 2, 2018"
1440,"January 1, 2021"
1441,"August 1, 2016"
1442,"August 3, 2018"
1443,"July 27, 2018"
1444,"December 18, 2020"
1445,"December 15, 2019"
1446,"April 11, 2020"
1447,"May 1, 2019"
1448,"October 1, 2020"
1449,"November 1, 2019"
1450,"April 3, 2020"
1451,"May 1, 2018"
1452,"November 1, 2017"
1453,"January 6, 2017"
1454,"September 15, 2019"
1455,"September 15, 2020"
1456,"July 15, 2020"
1457,"October 1, 2020"
1458,"August 9, 2019"
1459,"November 18, 2016"
1460,"August 15, 2017"
1461,"March 30, 2017"
1462,"March 9, 2018"
1463,"October 1, 2019"
1464,"July 14, 2018"
1465,"May 2, 2019"
1466,"December 15, 2016"
1467,"May 25, 2018"
1468,"September 18, 2019"
1469,"April 13, 2018"
1470,"July 19, 2019"
1471,"January 1, 2019"
1472," December 28, 2016"
1473,"July 1, 2018"
1474,"May 15, 2017"
1475,"April 1, 2020"
1476,"December 24, 2019"
1477,"March 1, 2018"
1478,"October 4, 2018"
1479,"December 31, 2018"
1480,"September 1, 2017"
1481,"August 2, 2018"
1482,"August 28, 2018"
1483,"August 2, 2020"
1484,"March 21, 2018"
1485,"October 25, 2019"
1486,"October 25, 2019"
1487,"September 1, 2016"
1488,"October 21, 2016"
1489,"March 2, 2019"
1490,"May 22, 2020"
1491,"January 24, 2019"
1492,"June 13, 2019"
1493,"June 1, 2020"
1494,"February 19, 2016"
1495,"April 20, 2020"
1496,"June 22, 2018"
1497,"January 1, 2021"
1498,"August 17, 2017"
1499,"June 16, 2019"
1500,"August 1, 2017"
1501,"December 28, 2020"
1502,"March 16, 2017"
1503,"April 26, 2020"
1504,"June 4, 2019"
1505,"January 22, 2018"
1506,"July 1, 2018"
1507,"June 16, 2017"
1508,"November 6, 2020"
1509,"February 26, 2020"
1510,"April 1, 2017"
1511,"October 2, 2019"
1512,"March 31, 2016"
1513,"September 15, 2015"
1514,"January 11, 2021"
1515,"May 1, 2020"
1516,"December 5, 2017"
1517,"October 1, 2019"
1518,"December 15, 2019"
1519,"June 2, 2017"
1520,"August 17, 2020"
1521,"August 6, 2019"
1522,"June 24, 2020"
1523,"April 13, 2019"
1524,"November 29, 2019"
1525,"December 15, 2019"
1526,"December 16, 2016"
1527,"April 29, 2019"
1528,"January 8, 2021"
1529,"November 1, 2018"
1530,"July 14, 2015"
1531,"December 23, 2017"
1532,"October 4, 2019"
1533,"March 1, 2019"
1534,"May 3, 2019"
1535,"March 22, 2019"
1536,"January 31, 2019"
1537,"June 30, 2017"
1538,"September 20, 2019"
1539,"September 20, 2019"
1540,"September 20, 2019"
1541,"September 16, 2020"
1542,"March 25, 2020"
1543,"January 24, 2017"
1544,"July 4, 2019"
1545,"December 1, 2018"
1546,"March 1, 2019"
1547,"February 26, 2016"
1548,"November 24, 2017"
1549,"April 19, 2019"
1550,"February 14, 2020"
1551,"October 3, 2017"
1552,"September 28, 2019"
1553,"May 3, 2019"
1554,"June 10, 2020"
1555,"July 17, 2020"
1556,"March 25, 2020"
1557,"December 1, 2019"
1558,"June 14, 2018"
1559,"September 9, 2020"
1560,"April 1, 2016"
1561,"February 10, 2017"
1562,"September 10, 2020"
1563,"July 13, 2017"
1564,"July 21, 2019"
1565,"January 2, 2019"
1566,"August 15, 2020"
1567,"March 10, 2017"
1568,"March 10, 2017"
1569,"June 12, 2020"
1570,"July 28, 2018"
1571,"February 15, 2018"
1572,"April 12, 2019"
1573,"April 17, 2019"
1574,"April 12, 2019"
1575,"April 1, 2018"
1576,"September 11, 2020"
1577," March 31, 2018"
1578,"January 1, 2019"
1579,"September 20, 2019"
1580,"December 20, 2016"
1581,"July 1, 2018"
1582,"April 1, 2018"
1583,"January 16, 2018"
1584,"November 7, 2018"
1585,"November 4, 2016"
1586,"May 18, 2018"
1587,"December 20, 2017"
1588,"July 2, 2018"
1589,"November 27, 2020"
1590,"April 27, 2018"
1591,"October 5, 2018"
1592,"April 1, 2017"
1593,"October 23, 2019"
1594,"March 31, 2018"
1595,"June 21, 2017"
1596,"November 9, 2016"
1597,"June 15, 2015"
1598,"April 30, 2020"
1599," February 1, 2019"
1600,"September 11, 2018"
1601,"June 27, 2019"
1602,"February 3, 2017"
1603,"March 2, 2017"
1604,"September 1, 2019"
1605,"March 27, 2019"
1606,"May 4, 2018"
1607,"May 1, 2018"
1608,"December 30, 2020"
1609,"April 1, 2018"
1610,"June 27, 2020"
1611,"December 15, 2017"
1612,"October 15, 2019"
1613,"July 15, 2020"
1614,"August 21, 2020"
1615,"April 5, 2020"
1616,"September 25, 2017"
1617,"July 26, 2018"
1618,"June 22, 2020"
1619,"July 20, 2018"
1620,"June 18, 2020"
1621,"August 1, 2019"
1622,"March 1, 2018"
1623,"October 15, 2017"
1624,"November 10, 2020"
1625,"June 12, 2020"
1626,"July 10, 2020"
1627,"July 28, 2017"
1628,"June 10, 2017"
1629,"March 21, 2017"
1630,"December 31, 2017"
1631,"August 26, 2019"
1632,"March 31, 2020"
1633,"October 4, 2020"
1634,"April 1, 2020"
1635,"February 10, 2017"
1636,"August 5, 2016"
1637,"July 1, 2020"
1638,"December 11, 2017"
1639,"July 7, 2017"
1640,"November 1, 2020"
1641,"March 23, 2018"
1642,"April 5, 2018"
1643,"October 24, 2019"
1644,"March 31, 2018"
1645,"January 11, 2018"
1646,"August 12, 2019"
1647,"June 10, 2020"
1648,"April 17, 2019"
1649,"November 21, 2018"
1650,"March 1, 2019"
1651,"December 1, 2019"
1652,"September 1, 2016"
1653,"May 8, 2020"
1654,"January 16, 2020"
1655,"December 31, 2019"
1656,"February 15, 2019"
1657,"January 15, 2019"
1658,"July 1, 2020"
1659,"October 9, 2020"
1660,"March 15, 2020"
1661,"March 2, 2019"
1662,"February 18, 2016"
1663,"February 1, 2019"
1664,"June 1, 2020"
1665,"November 4, 2019"
1666,"August 2, 2019"
1667,"April 25, 2017"
1668,"August 1, 2020"
1669,"November 30, 2018"
1670,"May 2, 2020"
1671,"May 5, 2019"
1672,"August 25, 2017"
1673,"January 16, 2021"
1674,"October 2, 2018"
1675,"December 27, 2020"
1676,"March 1, 2018"
1677,"March 10, 2017"
1678,"September 28, 2020"
1679,"November 23, 2017"
1680,"July 20, 2018"
1681,"July 1, 2017"
1682,"July 1, 2018"
1683,"January 3, 2020"
1684,"September 26, 2017"
1685,"November 27, 2019"
1686,"May 1, 2017"
1687,"July 7, 2017"
1688,"March 17, 2017"
1689,"October 1, 2018"
1690,"January 10, 2021"
1691,"March 22, 2019"
1692,"March 10, 2017"
1693,"September 27, 2019"
1694,"September 1, 2018"
1695,"August 19, 2020"
1696,"August 14, 2015"
1697,"July 21, 2019"
1698,"April 25, 2016"
1699,"December 22, 2018"
1700,"August 10, 2017"
1701,"May 1, 2020"
1702,"August 8, 2017"
1703,"May 15, 2019"
1704,"October 8, 2019"
1705,"November 14, 2017"
1706,"April 5, 2019"
1707,"June 22, 2018"
1708,"October 19, 2018"
1709,"February 27, 2018"
1710,"August 2, 2019"
1711,"June 7, 2019"
1712,"July 2, 2019"
1713,"December 21, 2017"
1714,"February 6, 2020"
1715,"May 8, 2018"
1716,"July 3, 2020"
1717,"May 1, 2018"
1718,"May 3, 2019"
1719,"June 19, 2020"
1720,"December 5, 2020"
1721,"August 5, 2019"
1722,"May 25, 2017"
1723,"April 1, 2017"
1724,"October 1, 2018"
1725,"September 13, 2019"
1726,"June 1, 2017"
1727,"July 16, 2020"
1728,"January 5, 2018"
1729,"October 15, 2018"
1730,"January 1, 2018"
1731," January 1, 2018"
1732,"December 31, 2019"
1733,"November 1, 2018"
1734,"August 20, 2016"
1735,"July 5, 2020"
1736,"July 5, 2018"
1737,"September 10, 2020"
1738,"December 1, 2017"
1739,"January 10, 2021"
1740,"November 1, 2018"
1741,"February 6, 2019"
1742,"January 31, 2020"
1743,"August 16, 2019"
1744,"December 18, 2020"
1745,"July 7, 2017"
1746,"August 8, 2020"
1747,"July 28, 2017"
1748,"December 1, 2017"
1749,"December 3, 2016"
1750,"October 2, 2020"
1751,"December 31, 2019"
1752,"January 24, 2020"
1753,"November 15, 2016"
1754,"March 15, 2020"
1755,"March 15, 2020"
1756,"October 12, 2020"
1757,"December 15, 2019"
1758,"December 15, 2019"
1759,"April 1, 2018"
1760,"March 1, 2018"
1761,"October 1, 2018"
1762,"May 14, 2020"
1763,"May 14, 2020"
1764,"February 1, 2017"
1765,"February 4, 2008"
1766,"January 1, 2020"
1767,"March 20, 2020"
1768,"August 4, 2017"
1769,"June 2, 2018"
1770,"August 18, 2017"
1771,"August 3, 2018"
1772,"November 25, 2019"
1773,"March 11, 2020"
1774,"March 8, 2019"
1775,"August 16, 2018"
1776,"June 19, 2020"
1777,"October 12, 2020"
1778,"October 16, 2020"
1779,"December 15, 2017"
1780,"January 15, 2021"
1781,"January 12, 2018"
1782,"February 19, 2018"
1783,"November 4, 2019"
1784,"October 2, 2019"
1785,"November 18, 2016"
1786,"June 14, 2019"
1787,"April 25, 2020"
1788,"December 26, 2020"
1789,"October 8, 2020"
1790,"November 1, 2018"
1791,"September 22, 2019"
1792,"March 31, 2018"
1793,"November 1, 2019"
1794,"June 3, 2019"
1795,"December 31, 2016"
1796,"November 16, 2018"
1797,"December 7, 2018"
1798,"October 25, 2019"
1799,"August 8, 2019"
1800,"September 18, 2020"
1801,"October 6, 2020"
1802,"November 22, 2019"
1803,"November 22, 2020"
1804,"June 5, 2019"
1805,"February 25, 2019"
1806,"September 28, 2019"
1807,"December 15, 2019"
1808,"December 15, 2019"
1809,"January 5, 2018"
1810,"March 1, 2020"
1811,"November 2, 2019"
1812,"June 12, 2020"
1813,"June 12, 2020"
1814,"June 12, 2020"
1815,"December 18, 2019"
1816,"December 1, 2018"
1817,"December 1, 2018"
1818,"February 8, 2019"
1819,"April 1, 2017"
1820,"May 1, 2017"
1821,"November 27, 2020"
1822,"November 19, 2016"
1823,"January 1, 2020"
1824,"November 1, 2020"
1825,"December 25, 2019"
1826,"March 1, 2019"
1827,"July 25, 2020"
1828,"June 28, 2019"
1829,"November 20, 2019"
1830,"May 28, 2020"
1831,"April 1, 2020"
1832,"January 15, 2021"
1833,"July 1, 2020"
1834,"July 25, 2020"
1835,"August 1, 2018"
1836,"March 7, 2019"
1837,"October 26, 2018"
1838,"January 15, 2018"
1839,"July 10, 2020"
1840,"September 16, 2020"
1841,"May 1, 2019"
1842,"June 5, 2019"
1843,"July 7, 2020"
1844,"January 4, 2020"
1845,"September 21, 2018"
1846,"February 13, 2020"
1847,"October 27, 2018"
1848,"September 17, 2020"
1849,"January 1, 2020"
1850,"January 1, 2020"
1851,"January 1, 2020"
1852,"June 13, 2017"
1853,"February 4, 2020"
1854,"June 18, 2019"
1855,"December 16, 2018"
1856,"February 16, 2018"
1857,"February 7, 2020"
1858,"March 27, 2020"
1859,"November 24, 2020"
1860,"July 24, 2020"
1861,"May 23, 2016"
1862,"July 1, 2018"
1863,"December 1, 2017"
1864,"January 1, 2021"
1865,"November 20, 2019"
1866,"October 2, 2020"
1867,"December 16, 2018"
1868,"December 1, 2017"
1869,"January 20, 2020"
1870,"July 1, 2019"
1871,"February 17, 2020"
1872,"October 25, 2018"
1873,"April 24, 2020"
1874,"January 1, 2018"
1875,"April 30, 2020"
1876,"August 24, 2019"
1877,"July 5, 2020"
1878,"November 1, 2019"
1879,"January 16, 2019"
1880,"August 28, 2019"
1881,"July 10, 2018"
1882,"October 25, 2019"
1883,"March 23, 2019"
1884,"August 18, 2020"
1885,"May 11, 2019"
1886,"September 20, 2020"
1887,"July 1, 2018"
1888,"July 20, 2018"
1889,"April 20, 2018"
1890,"February 25, 2017"
1891,"September 1, 2016"
1892,"March 1, 2018"
1893,"October 1, 2019"
1894,"December 7, 2018"
1895,"April 1, 2020"
1896,"April 1, 2020"
1897,"December 20, 2018"
1898,"October 1, 2018"
1899,"May 17, 2019"
1900,"May 23, 2020"
1901,"February 1, 2019"
1902,"October 24, 2014"
1903,"April 17, 2020"
1904,"October 1, 2019"
1905,"April 10, 2020"
1906,"March 1, 2017"
1907,"October 1, 2018"
1908,"November 15, 2019"
1909,"September 15, 2020"
1910,"December 1, 2019"
1911,"May 10, 2019"
1912,"November 1, 2020"
1913,"September 1, 2016"
1914,"September 10, 2019"
1915,"January 15, 2019"
1916,"October 24, 2019"
1917,"December 15, 2016"
1918,"April 15, 2018"
1919,"January 1, 2021"
1920,"October 12, 2018"
1921,"November 1, 2018"
1922,"August 27, 2020"
1923,"August 1, 2016"
1924,"March 16, 2018"
1925,"November 1, 2018"
1926,"March 15, 2019"
1927,"September 6, 2019"
1928,"September 15, 2018"
1929,"July 26, 2019"
1930,"December 1, 2020"
1931,"December 17, 2020"
1932,"December 1, 2017"
1933,"November 10, 2016"
1934,"May 19, 2020"
1935,"March 15, 2018"
1936,"August 1, 2019"
1937,"September 1, 2017"
1938,"April 15, 2019"
1939,"April 2, 2019"
1940,"October 1, 2018"
1941,"April 29, 2020"
1942,"February 4, 2018"
1943," July 1, 2017"
1944,"December 8, 2017"
1945,"October 11, 2019"
1946,"August 24, 2018"
1947,"August 24, 2018"
1948,"July 27, 2018"
1949,"December 31, 2017"
1950,"October 15, 2017"
1951,"May 18, 2017"
1952,"July 19, 2018"
1953,"November 30, 2018"
1954,"June 14, 2019"
1955,"April 17, 2020"
1956,"October 13, 2017"
1957,"April 8, 2017"
1958,"June 18, 2020"
1959,"September 27, 2019"
1960,"December 27, 2019"
1961,"January 4, 2019"
1962,"April 4, 2020"
1963,"April 30, 2020"
1964,"November 15, 2019"
1965,"March 20, 2020"
1966,"June 28, 2019"
1967," February 24, 2018"
1968,"October 18, 2017"
1969,"October 15, 2020"
1970,"April 1, 2017"
1971,"September 1, 2019"
1972,"August 23, 2018"
1973,"June 20, 2020"
1974,"November 1, 2020"
1975,"November 1, 2020"
1976,"October 18, 2019"
1977,"June 7, 2019"
1978,"March 13, 2020"
1979,"May 22, 2017"
1980,"August 1, 2020"
1981,"December 18, 2018"
1982,"December 31, 2017"
1983,"March 1, 2018"
1984,"December 31, 2017"
1985,"November 1, 2020"
1986,"September 6, 2016"
1987,"August 2, 2018"
1988,"May 15, 2019"
1989,"December 8, 2020"
1990,"October 2, 2020"
1991,"August 25, 2020"
1992,"October 5, 2018"
1993,"February 1, 2018"
1994,"December 15, 2018"
1995,"October 5, 2018"
1996,"January 1, 2018"
1997,"October 1, 2020"
1998,"June 18, 2018"
1999,"December 31, 2019"
2000,"July 12, 2019"
2001,"May 4, 2018"
2002,"November 23, 2019"
2003,"August 8, 2018"
2004,"July 15, 2018"
2005,"October 1, 2019"
2006,"May 1, 2017"
2007,"April 26, 2018"
2008,"January 18, 2017"
2009,"September 23, 2020"
2010,"August 1, 2017"
2011,"December 9, 2018"
2012,"August 5, 2019"
2013,"January 1, 2021"
2014,"August 5, 2017"
2015,"January 6, 2018"
2016,"October 28, 2018"
2017,"October 1, 2017"
2018,"June 8, 2019"
2019,"December 30, 2020"
2020,"September 1, 2020"
2021,"June 23, 2020"
2022,"October 2, 2018"
2023,"October 12, 2018"
2024,"November 2, 2019"
2025,"October 1, 2019"
2026,"May 19, 2020"
2027,"May 20, 2020"
2028,"July 15, 2018"
2029,"January 14, 2017"
2030,"November 17, 2018"
2031,"April 1, 2018"
2032,"November 12, 2020"
2033,"March 11, 2019"
2034,"November 1, 2019"
2035,"July 23, 2019"
2036,"June 26, 2020"
2037,"April 16, 2019"
2038,"June 21, 2019"
2039,"January 1, 2018"
2040,"September 10, 2019"
2041,"May 17, 2011"
2042,"February 27, 2019"
2043,"January 1, 2020"
2044,"August 6, 2020"
2045,"February 25, 2020"
2046,"June 6, 2019"
2047,"March 4, 2019"
2048,"August 1, 2017"
2049,"March 14, 2019"
2050,"February 16, 2018"
2051,"October 1, 2020"
2052,"May 11, 2018"
2053,"November 20, 2019"
2054,"November 27, 2019"
2055,"July 26, 2018"
2056,"January 1, 2017"
2057,"January 25, 2019"
2058,"August 14, 2017"
2059,"November 1, 2019"
2060,"October 22, 2020"
2061,"June 28, 2019"
2062,"July 1, 2016"
2063,"March 3, 2019"
2064,"October 1, 2019"
2065,"March 4, 2018"
2066,"January 31, 2018"
2067,"June 25, 2018"
2068,"September 26, 2019"
2069,"August 29, 2019"
2070,"July 27, 2018"
2071,"April 24, 2020"
2072,"April 29, 2020"
2073,"March 31, 2017"
2074,"July 12, 2019"
2075,"May 3, 2019"
2076,"September 13, 2016"
2077,"January 15, 2020"
2078,"March 10, 2017"
2079,"March 10, 2017"
2080,"March 10, 2017"
2081,"December 26, 2016"
2082,"April 27, 2018"
2083,"June 12, 2020"
2084,"March 5, 2018"
2085,"December 15, 2018"
2086,"September 8, 2017"
2087,"November 27, 2020"
2088,"January 15, 2018"
2089,"November 14, 2019"
2090,"April 1, 2017"
2091,"February 4, 2020"
2092,"July 26, 2019"
2093,"January 26, 2018"
2094,"February 15, 2018"
2095,"January 1, 2020"
2096,"October 1, 2016"
2097,"November 1, 2019"
2098,"April 1, 2018"
2099,"August 29, 2019"
2100,"June 1, 2019"
2101,"December 20, 2019"
2102,"October 1, 2020"
2103,"May 1, 2019"
2104,"May 5, 2018"
2105,"September 11, 2020"
2106,"January 20, 2020"
2107,"December 15, 2016"
2108,"May 14, 2020"
2109,"August 24, 2019"
2110,"February 14, 2020"
2111,"January 1, 2018"
2112,"April 22, 2017"
2113,"November 26, 2020"
2114,"December 1, 2018"
2115,"June 6, 2019"
2116,"August 1, 2017"
2117,"April 16, 2020"
2118,"April 3, 2018"
2119,"August 2, 2018"
2120,"December 26, 2020"
2121,"September 20, 2019"
2122,"March 2, 2020"
2123,"July 16, 2020"
2124,"July 13, 2018"
2125,"November 7, 2017"
2126,"October 30, 2018"
2127,"September 1, 2020"
2128,"December 20, 2018"
2129,"June 15, 2019"
2130," March 31, 2018"
2131,"July 20, 2018"
2132,"July 17, 2020"
2133,"February 15, 2019"
2134,"April 16, 2020"
2135,"November 1, 2019"
2136,"July 22, 2020"
2137,"June 1, 2017"
2138,"August 14, 2020"
2139,"March 20, 2020"
2140,"August 23, 2017"
2141,"June 19, 2020"
2142,"September 1, 2020"
2143,"July 3, 2018"
2144,"March 24, 2017"
2145,"November 3, 2020"
2146,"October 12, 2018"
2147,"August 30, 2019"
2148,"May 25, 2018"
2149,"August 1, 2019"
2150,"January 3, 2020"
2151,"October 13, 2020"
2152,"July 1, 2020"
2153,"December 2, 2020"
2154,"December 28, 2015"
2155,"May 21, 2020"
2156,"February 7, 2020"
2157,"September 1, 2016"
2158,"October 12, 2018"
2159,"December 21, 2016"
2160,"April 15, 2017"
2161,"November 1, 2018"
2162,"October 11, 2018"
2163,"January 1, 2020"
2164,"January 1, 2020"
2165,"January 1, 2020"
2166,"September 1, 2017"
2167,"March 14, 2019"
2168,"January 29, 2020"
2169,"November 30, 2020"
2170,"March 21, 2017"
2171,"September 8, 2017"
2172,"November 1, 2019"
2173,"May 13, 2020"
2174,"February 22, 2019"
2175,"April 24, 2019"
2176,"October 15, 2020"
2177,"December 21, 2015"
2178,"December 21, 2015"
2179,"December 25, 2019"
2180,"September 7, 2018"
2181,"May 17, 2019"
2182,"September 1, 2019"
2183,"October 1, 2019"
2184,"November 12, 2020"
2185,"March 30, 2018"
2186,"July 6, 2018"
2187,"September 15, 2017"
2188,"March 31, 2017"
2189,"October 22, 2020"
2190,"April 1, 2018"
2191,"October 1, 2018"
2192,"April 25, 2018"
2193," December 14, 2018"
2194,"August 2, 2018"
2195,"April 15, 2020"
2196,"March 31, 2017"
2197,"September 17, 2019"
2198,"April 1, 2017"
2199," July 20, 2018"
2200,"August 2, 2018"
2201,"June 2, 2017"
2202,"January 16, 2017"
2203,"November 20, 2020"
2204,"August 4, 2018"
2205,"June 13, 2019"
2206,"May 3, 2019"
2207,"March 2, 2018"
2208,"August 1, 2018"
2209,"June 19, 2020"
2210,"July 1, 2019"
2211,"December 15, 2018"
2212,"July 31, 2018"
2213,"November 16, 2018"
2214,"November 1, 2018"
2215,"February 27, 2020"
2216,"May 16, 2018"
2217,"October 1, 2020"
2218,"October 1, 2017"
2219,"October 16, 2017"
2220,"June 30, 2017"
2221,"May 1, 2020"
2222,"March 2, 2016"
2223,"August 2, 2019"
2224,"August 15, 2018"
2225,"August 16, 2019"
2226,"September 1, 2019"
2227,"April 15, 2020"
2228,"March 6, 2018"
2229,"December 2, 2016"
2230,"December 31, 2018"
2231,"October 1, 2017"
